net,length_um
_0504_,685.9
_1038_,682.9
net210,681.62
_0903_,679.62
RF.registers\[25\]\[25\],679.42
_0921_,679.38
clknet_4_4__leaf_clk,678.44
_0205_,677.16
RF.registers\[15\]\[12\],676.85
_1149_,676.7
_0286_,676.4
RF.registers\[20\]\[27\],676.28
_0106_,675.175
_0999_,675.1
_1272_,674.86
_0521_,674.74
_0115_,674.345
_0710_,674.02
_1093_,673.3
RF.registers\[20\]\[28\],673.2
_1178_,672.81
_0641_,672.4
_0014_,671.78
RF.registers\[25\]\[10\],670.62
clknet_4_10__leaf_clk,670.12
RF.registers\[5\]\[15\],669.76
_0735_,668.5
SSD.count\[3\],666.75
_1250_,665.62
_0078_,664.84
_0390_,664.32
_0951_,664.22
RF.registers\[25\]\[26\],662.56
_1163_,660.52
_1086_,660.42
_0816_,660.24
net70,660.12
_1057_,660.1
_0981_,659.16
_0500_,659.08
_0991_,658.84
_0319_,658.7
_1021_,658.36
_0863_,656.8
_0724_,654.52
_1208_,654.05
_0780_,654.02
_0069_,653.4
net401,652.875
_1162_,652.72
_0956_,652.5
SSD.count\[0\],652.42
_0705_,651.14
clknet_4_14__leaf_clk,649.27
net59,648.7
_0434_,647.85
RF.registers\[25\]\[27\],646.82
_0927_,646.2
_0424_,645.98
_0611_,645.9
_0125_,645.52
_0072_,644.78
_0451_,644.42
SSD.count\[13\],642.96
_0247_,641.62
_1197_,641.36
_1066_,641.29
_1161_,641.26
clknet_4_1__leaf_clk,640.88
net432,639.74
_0170_,638.7
_0915_,638.11
_1146_,637.88
_0973_,636.06
_0019_,635.325
_1270_,634.26
_0677_,632.89
_1109_,632.74
_0523_,631.58
_0388_,631.52
_0975_,631.24
_0405_,628.49
_0343_,626.84
_0890_,626.74
RF.registers\[20\]\[15\],624.8
_0126_,623.88
_1189_,623.18
_0200_,622.875
_0180_,622.68
_0638_,622.62
SSD.count\[11\],622.6
RF.registers\[25\]\[3\],621.62
clknet_4_0__leaf_clk,621.36
net84,621.34
_0770_,620.76
_0202_,620.4
_0094_,619.04
_0018_,618.54
clknet_4_12__leaf_clk,618.47
RF.registers\[20\]\[31\],618.34
RF.registers\[25\]\[24\],618.3
_0945_,617.84
_0496_,616.96
_0445_,616.78
_0617_,616.58
SSD.count\[9\],615.22
_0046_,615.1
_0052_,614.16
_0444_,613.675
_1230_,613.12
_1045_,612.835
net163,612.7
_1016_,612.45
_0075_,612.42
_0911_,611.8
_0934_,611
_0788_,610.85
_0414_,609.22
_1160_,609.06
_0725_,608.08
_1157_,607.56
_1094_,607.22
RF.registers\[15\]\[29\],607.21
_0264_,606.96
_1137_,606.96
net223,606.52
net258,604.2
_0363_,603.44
RF.registers\[10\]\[22\],601.48
_0435_,601.06
_0861_,599.17
clknet_4_6__leaf_clk,598.54
_0953_,598.12
net377,597.98
_1216_,596.92
_0609_,595.52
net189,593.8
net51,590.34
_0354_,590.08
net195,590.08
_0421_,588.945
_0767_,588.68
_0457_,588.66
RF.registers\[15\]\[14\],587.45
net185,586.98
net215,586.605
net358,585.4
net140,584.84
_0204_,584.34
_0278_,582.88
clknet_4_7__leaf_clk,582.78
net46,582.74
_0685_,582.25
_1244_,581.9
_0511_,581.08
net143,580.8
net186,580.72
_0280_,580.66
net262,580.44
net269,580.38
_0149_,580.375
RF.registers\[25\]\[13\],580.24
_0291_,579.81
net114,579.5
net169,579.5
net158,579.42
_0338_,578.32
net301,577.68
net188,577.6
_1130_,575.94
net279,575.1
_0663_,574.24
net192,573.94
_0312_,573.42
_0536_,571.24
_0216_,570.12
_0064_,568.84
_1211_,567.92
net151,567.38
_1085_,565.8
_1198_,565.4
_0144_,564.98
_0721_,563.64
_0989_,562.48
_0254_,557.9
net225,557.64
net146,557.295
_0152_,557.08
clknet_0_clk,556.97
_0872_,556.66
net224,556.52
net348,555.92
_1206_,555.58
net144,555.2
net164,555.16
net277,554.72
_1203_,553.5
_0489_,553.32
net263,552.72
net276,551.92
net381,551.8
net167,551.14
net157,551.04
_1190_,550.98
_0587_,550.76
net261,550.74
_0316_,550.12
net376,548.93
net96,548.88
_0751_,548.14
net124,547.92
_1246_,547.78
_0442_,547.65
_0515_,547.6
net298,547.44
net375,546.94
_0889_,545.84
net316,545.4
_0232_,544.92
_0974_,544.92
net177,544.56
_0555_,544.28
_0732_,543.5
net207,543.16
_1037_,542.98
net126,542.88
_0119_,542.36
RF.registers\[20\]\[5\],542.2
clknet_4_2__leaf_clk,541.705
_0336_,541.64
_1104_,541.52
net287,540.82
_1233_,540.7
_1008_,540.36
_0003_,540.06
net160,540
_0169_,539.68
net147,539.62
net333,539.62
_1263_,539.08
net134,537.74
net136,537.5
SSD.count\[1\],536.94
net370,536.73
net236,535.68
_1014_,534.3
net441,533.58
_1138_,533.48
_0004_,533.29
_0707_,532.86
_0080_,531.82
net372,531.8
RF.registers\[20\]\[29\],530.98
_1030_,530.58
_1097_,529.88
_0959_,528.44
net241,528.26
_0747_,527.87
net212,525.98
net350,525.96
_0068_,525.8
_1051_,525.74
_0021_,525.49
_0399_,525.475
net250,525.08
_0147_,524.24
_0127_,523.68
net266,522.76
net228,522.58
net278,522.07
_0184_,521.78
RF.registers\[10\]\[25\],521.36
RF.registers\[20\]\[7\],519.96
net378,519.95
net257,519
net65,517.5
_1186_,517.28
clknet_4_3__leaf_clk,517.16
net234,516.3
net97,515.4
_1028_,515.14
net309,515.08
net75,514.76
net153,514.16
_0798_,514.07
net138,513.88
net217,513.64
_0212_,512.64
_0898_,512.3
_1054_,511.84
net317,511.5
net205,511.375
net430,510.04
_0681_,509.82
_0430_,509.46
_1199_,509.04
net419,508.84
net137,508.5
net374,508.28
net148,508.08
_1171_,507.52
_1152_,506.92
_0015_,505.8
net226,505.3
_0618_,504.85
_0137_,504.36
_0348_,503.52
_0360_,503.17
_1232_,502.36
net204,502.11
_1071_,501.26
_1029_,501.22
_0869_,500.57
_0472_,500.5
_0476_,500.5
net230,500.28
_0797_,500.22
net190,500.02
net233,499.88
net40,499.78
_0303_,498.32
_0150_,498.18
net422,497.02
net150,496.8
net155,496.74
net183,496.64
net265,496.4
_1261_,496.08
net361,495.96
_0233_,495.06
net273,494.94
net48,494.62
net47,494.3
net390,494.14
_0062_,493.38
RF.registers\[20\]\[26\],493.22
_0832_,492.65
net99,492.28
_1024_,491.6
net91,491.115
net429,491.06
_0978_,489.94
net264,489.08
_0070_,488.8
_0222_,488.78
_0413_,488.38
net380,488.26
_0339_,488.06
_0314_,487.22
_0257_,486.18
_0123_,485.68
_0912_,485.57
net172,485.48
_0572_,485.42
net297,485.19
net220,485.14
_0377_,484.82
net272,484.48
net280,484.28
clknet_4_5__leaf_clk,483.12
net196,482.78
net368,482.34
_0589_,482.1
_0456_,481.7
net139,481.66
_0076_,481.52
_0971_,481.34
net365,481.2
RF.registers\[25\]\[23\],480.02
net260,479.74
_1248_,479.72
_0415_,479.48
_0035_,479.16
_0777_,479.14
_1176_,479
net395,478.975
net216,478.92
_0752_,478.62
net66,478.2
net221,478.04
clknet_2_2_0_clk,477.83
_0933_,477.72
_1113_,477.68
_0005_,477.56
_1011_,477.48
_0074_,477.32
_0649_,476.64
net396,476.38
_0582_,476.2
_0324_,475.88
net299,475.78
_0100_,475.76
_0964_,475.58
_0141_,475.22
_1237_,475.02
_0029_,474.12
_1134_,473.88
_0704_,473.54
net61,472.56
_1111_,472.44
net239,471.1
_0541_,470.84
clknet_2_1_0_clk,470.565
net218,469.26
clknet_2_3_0_clk,468.82
_1268_,468.52
_1215_,468.42
_0386_,468.08
_1068_,467.98
_1035_,467.6
net64,467.26
_0834_,467.24
net115,467.18
_0796_,467.06
_0825_,466.71
_1061_,466.16
_0022_,465.77
_0935_,464.61
net379,463.66
net208,462.66
_0087_,462.58
net418,461.78
net270,461.7
net43,461.44
_0284_,460.86
_0847_,460.84
_0002_,460.29
_1088_,459.9
RF.registers\[15\]\[17\],459.24
net366,458.72
_0077_,458.68
_1228_,458.04
SSD.count\[18\],457.68
net203,457.3
net63,457.26
net362,457.26
clknet_2_0_0_clk,456.785
net184,455.92
_1209_,455.9
_1018_,455.28
net175,455.22
net290,454.36
_0639_,454
net300,453.8
net219,452.9
net161,451.52
_0142_,451.4
_0083_,450.94
_0800_,450.78
net100,450.28
RF.registers\[15\]\[19\],450.07
net171,449.72
net240,449.04
_1058_,448.2
_0038_,448.06
_0028_,447.76
net420,447.36
net52,447.32
_0033_,446.38
_1172_,445.84
_0741_,444.19
_0305_,443.18
RF.registers\[15\]\[18\],442.87
_0088_,442.22
_1072_,440.62
_0552_,438.88
net152,438.58
_0827_,437.08
_1022_,436.66
_1033_,436.64
_0162_,436.6
_0588_,435.84
_0795_,435.02
_1020_,433.72
net386,432.67
net271,431.7
_0198_,431.34
net159,428.88
_0058_,428.82
net62,428.23
net85,428.23
net6,428.1
_0822_,427.86
_0960_,427.8
_0313_,427.76
_0048_,427.68
_0954_,427.24
_0815_,426.7
_1110_,426.64
_1118_,423.7
net341,423.5
_0557_,423.04
_0899_,422.7
net209,422.24
_1151_,422.14
_0787_,421.005
net369,419.52
net149,419.28
net191,419.12
_0084_,418.79
_0904_,418.68
_0429_,417.88
net39,417.8
net383,417.52
_1141_,414.88
_0835_,412.68
_0146_,412.32
net76,411.68
net256,411.16
net427,410.93
_0782_,410.16
_0726_,409.91
_1179_,409.02
net227,409.02
net232,407.7
_0845_,406.48
_0961_,405.6
_1040_,405.58
_0404_,405.56
net117,404.68
_1065_,403.22
_0396_,403.2
_0467_,401
_0620_,399.74
_0599_,397.76
_0958_,397.19
_0362_,396.66
_0401_,396.28
_0011_,395.7
RF.registers\[5\]\[12\],394.96
net339,394.94
RF.registers\[0\]\[12\],394.74
RF.registers\[25\]\[5\],394.48
net194,393.02
_0024_,392.78
_0201_,392.52
net193,392.24
_0091_,392
net286,391.96
_1009_,391.88
net249,391.69
_1032_,391.62
net78,391.26
net202,389.9
net349,389.24
_1143_,389.04
net74,388.7
_0728_,388.62
net165,387.16
_0909_,387.1
net305,386.5
net176,385.6
net86,385.13
_1006_,384.43
net187,384.42
net302,383.92
_1273_,382.14
_0938_,381.78
_0598_,381.46
net88,379.34
_0350_,379.12
_1207_,378.38
net213,377.52
net385,377.465
net268,377.14
_0051_,376.88
net315,376.74
SSD.count\[12\],376.22
_0351_,376.04
RF.registers\[0\]\[16\],374.88
_1042_,374.84
_0391_,374.77
_0946_,374.54
_1236_,374.42
_0394_,373.62
net135,373.56
net392,373.4
net247,373.08
_0594_,372
_0186_,371.42
_0957_,369.6
_0716_,369.54
_0631_,368.97
_1012_,368.82
RF.registers\[20\]\[8\],366.38
_1219_,366.16
RF.registers\[15\]\[9\],365.29
net356,365.16
net373,364.86
_0196_,364.44
_0608_,364.36
_0373_,363.7
net259,363.36
_0944_,363.2
_0194_,363.16
_1278_,362
_0462_,361.96
_0675_,361.6
_0919_,359.7
_0178_,359.62
net342,359.18
_1192_,358.54
_1173_,358.22
net178,357.56
net351,356.8
_0395_,356.72
_0775_,356.52
net394,356.34
net60,356.13
net19,355.96
_0356_,355.2
_1276_,354.24
_0671_,353.92
_0628_,353.9
_0584_,352.43
_0301_,352.2
_1133_,351.98
_0621_,351.88
net411,351.7
_0372_,351.58
_0113_,349.12
_1187_,348.24
_0722_,348.2
net267,345.1
_0366_,344.82
_0543_,344.58
_0007_,343.83
_0188_,342.84
_1154_,342.62
_0510_,341.72
_0879_,341.64
_0159_,340.96
_0189_,340.46
_1129_,340.18
_0605_,340.02
_0771_,340
_1165_,339.84
_0195_,338.22
RF.registers\[15\]\[6\],337.15
_0776_,336.94
_0947_,336.22
_0817_,335.64
net170,335.38
_0806_,335.22
_1049_,333.82
net168,332.175
_1119_,332.02
_0998_,331.94
_0813_,331.58
_1238_,331.4
_0446_,331.165
_1288_,330.8
_0295_,330.32
_1184_,329.18
_0093_,329.1
_0219_,328.54
_0010_,327.8
_0697_,327.6
net231,327.58
net77,327.56
_0371_,327.52
net200,327.44
_0065_,324.42
_0888_,324.2
net82,323.27
_0535_,322.68
_0802_,321.38
_0383_,321.16
_0864_,321.14
_1254_,320.62
_1034_,319.42
_0701_,319.06
_0939_,318.32
_0881_,317.94
_0317_,317.83
_0757_,317.24
_1067_,317.16
RF.registers\[0\]\[28\],316.2
net94,316.18
net389,315.88
_0996_,314.2
_1243_,313.84
_1044_,313.8
net384,313.71
_0289_,313.46
_0512_,312.98
net142,311.8
_1017_,311.6
_0676_,310.86
_0578_,310.5
_0238_,310.22
_0544_,309.62
net130,309.4
_0260_,309.32
_0932_,308.74
_0455_,308.36
_0187_,308.28
_0293_,307.94
_0337_,307.16
_0130_,306.6
net393,305.68
_0332_,305.54
_1064_,305.28
_0637_,304.88
net254,303.68
net410,302.46
_1075_,302.36
net71,302.24
net105,302.055
_1003_,301.58
net388,301.02
_0495_,300.78
_0240_,299.49
_0248_,298.56
net182,297.96
net80,297.68
net294,297.6
net28,297.53
_0692_,297.52
net72,297.06
_0731_,296.82
net106,296.66
net421,296.4
_1082_,296.28
net214,296.06
net132,295.48
_0148_,295.2
_0402_,294.94
net123,293.7
net113,292.86
net108,291.64
_0791_,291.58
_0983_,291.58
_0602_,291.38
_0060_,290.12
_1131_,289.72
_0706_,288.32
_0255_,288.25
_0469_,288.14
_0579_,287.81
_1210_,287.46
_0306_,286.12
net120,285.92
_0114_,283.02
net58,282.16
net162,280.66
net364,280.24
_0086_,279.1
_0190_,278.8
_0846_,278.56
net102,278.48
net56,278.4
_1076_,278.1
_0774_,277.915
_0475_,277.78
net118,277.12
_0624_,276.74
net253,276.5
net291,275.76
_0505_,274.98
net24,274.07
net112,272.62
net129,272.54
_0653_,272.38
net293,272.12
_0009_,271.66
net180,271.36
_1262_,271.22
net252,270.14
net11,269.68
net181,269.62
net107,266.85
_0326_,266.8
net110,265.18
SSD.sel\[0\],264.16
_1264_,262.98
net119,262.92
_1269_,262.86
net408,262.44
_0406_,261.91
_0650_,261.905
_1223_,261.2
net237,260.82
_1257_,259.47
_1213_,259
_0426_,258.36
_0534_,258.14
net55,257.8
_0095_,257.54
net109,256.76
net41,256.24
net122,254.88
_1107_,253.9
net101,253.26
_0730_,253.18
_0479_,252.3
net409,251.855
net104,250.83
net57,249.7
_1156_,249.44
net54,249.14
_0393_,247.04
_0047_,246.86
_1013_,244.78
_0995_,244.22
_0124_,244.16
_0057_,243.86
net111,241.52
ID.pc\[0\],240.58
_0101_,240.23
_0772_,238.99
_1019_,238.64
_1026_,238.62
net292,238.44
_0918_,238.4
_1055_,238.28
_0318_,236.92
_0866_,236.54
_0266_,235.39
net81,234.72
_1031_,234.7
clknet_3_7_0_clk,234.24
_0522_,233.38
_0784_,232.3
net412,231.92
_0744_,231.48
_0329_,231
_0940_,230.72
_1063_,230.18
_0715_,229.34
_0756_,229.18
_1041_,227.595
_0616_,227.4
_0308_,224.9
_1145_,224.68
_0230_,224.22
_0210_,223.52
_0818_,223.115
clknet_3_2_0_clk,222.735
_1267_,222.36
_0245_,220.98
_0417_,220.17
clknet_3_3_0_clk,219.72
clknet_3_4_0_clk,219.62
_0583_,218.14
net406,218.075
_0551_,216.28
_0138_,216.2
_0733_,214.72
_0803_,213.51
clknet_3_6_0_clk,213.26
_0474_,212.96
_0171_,212.92
net235,212.92
_0702_,212.39
_0841_,212.24
_1202_,211.84
net319,210.88
_0081_,210.12
_0914_,210
_0165_,209.6
net251,209.42
_0804_,207.2
net324,207.12
_1271_,207.02
clknet_3_1_0_clk,206.33
clknet_3_0_0_clk,206.2
net73,205.84
net121,205.7
_0573_,204.86
_0173_,204.04
clknet_3_5_0_clk,203.45
net322,203.04
_0648_,202.56
net131,200.76
SSD.count\[16\],200.68
net198,200.62
_0764_,200.14
_0460_,199.4
_0591_,197.46
net128,196.08
_0020_,195.4
_0193_,194.685
_0026_,194.54
_0133_,193.92
SSD.count\[10\],193.68
_1091_,193.315
_0341_,192.9
_0215_,191.235
_0251_,190.36
net53,189.2
_1036_,188.64
net127,187.18
_0458_,183.46
_1121_,182.98
_0302_,181.74
_0900_,181.68
net326,181.64
net367,181.3
_0661_,180.28
_0679_,179.42
net325,179.02
_0695_,178.74
_0970_,177.04
_0300_,175.32
_0656_,175.1
_1084_,174.9
_0652_,174.82
_0410_,174.14
_0082_,173.29
net44,171.86
_0626_,170.78
_0876_,167.9
_0282_,167.04
_1285_,165.12
_1287_,164.78
_0199_,163.92
_0463_,162.7
_0218_,161.62
_0556_,161.04
net320,158.66
net199,158.06
_0635_,154.2
_0092_,152.72
_0508_,151.94
_0682_,151.78
_0645_,150.26
_0183_,149.3
_0963_,149.16
net371,148
_0423_,147.02
_0829_,146.8
_0559_,146.38
_1053_,146.32
_0665_,145.5
_1116_,143.52
_0288_,143.44
_0678_,143.06
_0477_,142.76
_0683_,142.2
_0174_,140.28
net321,136.94
_0828_,134.28
net141,131.64
_0634_,131
net318,129.8
_0988_,128.94
SSD.count\[19\],126.62
_0229_,120.36
_0420_,119.58
net407,119.54
_0365_,119.3
_0179_,118.14
_0871_,114.64
_1070_,113.12
_0185_,111.9
_0530_,110.22
_0768_,109.22
_0309_,99.66
_0262_,98.22
_0439_,96.62
_0860_,93.62
_0497_,93.1
_0139_,85.34
_0327_,82.4
_0673_,80.92
_0006_,80.14
_0364_,80.12
_0694_,79.18
_1081_,78.02
_1139_,78
RF.registers\[5\]\[24\],77.96
_0503_,77.9
_0814_,76.6
_0546_,76.56
_0874_,75.64
_0008_,75.295
_0524_,74.52
_0089_,71.88
_0568_,67.8
_0992_,67.7
_0586_,66.48
_1092_,64.38
_0452_,63.73
_0304_,61.38
_0664_,60.74
_0470_,60.44
clknet_leaf_113_clk,58.72
_0865_,58.48
_0277_,58.24
clknet_leaf_87_clk,56.3
_0766_,54.3
_0333_,54.02
clknet_leaf_66_clk,53
clknet_leaf_128_clk,52.38
clknet_leaf_33_clk,51.16
_0203_,50.88
clknet_leaf_25_clk,49.22
_0684_,48.68
_0450_,47.42
clknet_leaf_55_clk,47.28
_0779_,47.26
RF.registers\[0\]\[14\],46.48
_0168_,44.82
clknet_leaf_0_clk,44.62
clknet_leaf_86_clk,43.88
clknet_leaf_35_clk,43.76
clknet_leaf_68_clk,43.2
clknet_leaf_76_clk,42.36
clknet_leaf_47_clk,42
_0207_,41.58
clknet_leaf_73_clk,41.46
clknet_leaf_96_clk,41.04
clknet_leaf_14_clk,40.58
clknet_leaf_77_clk,40.28
clknet_leaf_92_clk,39.62
clknet_leaf_19_clk,39.28
_0955_,38.92
_1010_,37.6
clknet_leaf_41_clk,37.06
clknet_leaf_5_clk,36.94
clknet_leaf_118_clk,36.6
clknet_leaf_117_clk,35.98
_0696_,34.3
clknet_leaf_119_clk,33.88
clknet_leaf_147_clk,33.12
clknet_leaf_122_clk,32.96
clknet_leaf_120_clk,32.84
clknet_leaf_17_clk,32.5
_1253_,32.14
clknet_leaf_134_clk,31.28
clknet_leaf_80_clk,31.12
clknet_leaf_23_clk,31
clknet_leaf_131_clk,30.92
_0398_,30.22
clknet_leaf_13_clk,29.7
clknet_leaf_1_clk,28.74
_0507_,28.56
clknet_leaf_4_clk,28.02
_1059_,27.32
clknet_leaf_105_clk,27.1
clknet_leaf_49_clk,26.36
clknet_leaf_60_clk,24.18
clknet_leaf_89_clk,24.18
clknet_leaf_26_clk,23.3
clknet_leaf_144_clk,21.66
clknet_leaf_8_clk,21.04
clknet_leaf_31_clk,20.92
clknet_leaf_142_clk,20.58
clknet_leaf_95_clk,18.78
net323,18.7
clknet_leaf_21_clk,17.98
clknet_leaf_20_clk,17.82
clknet_leaf_108_clk,17.44
clknet_leaf_127_clk,17.44
clknet_leaf_53_clk,16.72
SSD.count\[5\],14.76
clknet_leaf_44_clk,11.92
clknet_leaf_63_clk,11.58
clknet_leaf_30_clk,11
clknet_leaf_67_clk,9.24
_0311_,9.08
seg_out[1],7.57
an[1],6.21
an[3],6.21
result[11],6.21
result[15],6.21
result[17],6.21
result[19],6.21
result[1],6.21
result[21],6.21
result[23],6.21
result[25],6.21
result[27],6.21
result[28],6.21
result[29],6.21
result[31],6.21
result[3],6.21
result[7],6.21
result[8],6.21
result[9],6.21
seg_out[3],6.21
seg_out[5],6.21
reset,5.97
result[5],5.53
result[13],5.19
clknet_leaf_58_clk,5.1
an[0],4.85
an[2],4.85
result[0],4.85
result[10],4.85
result[12],4.85
result[14],4.85
result[16],4.85
result[18],4.85
result[20],4.85
result[22],4.85
result[24],4.85
result[26],4.85
result[2],4.85
result[30],4.85
result[4],4.85
result[6],4.85
seg_out[0],4.85
seg_out[2],4.85
seg_out[4],4.85
seg_out[6],4.85
_0660_,4.82
_0831_,4.82
_0220_,4.7
control,4.61
_0808_,4.02
_0990_,4.02
RF.registers\[0\]\[19\],3.3
_0750_,3.08
_0849_,2.62
_0820_,2.28
RF.registers\[5\]\[11\],1.26
_0636_,0.46
